employee_id,name,age,gender,marital_status,department,job_role,education,years_at_company,total_working_years,years_in_current_role,years_since_last_promotion,num_companies_worked,monthly_income,stock_option_level,training_times_last_year,distance_from_home,job_satisfaction,work_life_balance,environment_satisfaction,job_involvement,performance_rating,over_time,attrited,attrition_risk,risk_level
EMP01570,John Martinez,39,Female,Married,Research & Development,Research Scientist,3,6.0,13.0,1.0,0.0,1,10640.13,0,2,7,4,2,2,3,3,False,False,0.0419,Low
EMP01571,Susan Reed,43,Female,Divorced,Human Resources,Manager,3,0.0,11.0,0.0,0.0,7,9475.83,2,3,1,3,2,3,3,4,False,False,0.0995,Low
EMP01572,Sarah Robinson,30,Male,Single,Sales,Sales Executive,4,0.0,0.0,0.0,0.0,2,6777.55,0,2,4,2,3,2,2,3,False,False,0.5724,Medium
EMP01573,Edward Garcia,37,Male,Married,Finance,Senior Finance Analyst,3,2.0,2.0,1.0,1.0,3,9426.19,1,3,7,2,3,3,3,3,False,True,0.1373,Low
EMP01574,Anthony Reyes,36,Male,Single,IT,Software Engineer,3,10.0,10.0,7.0,4.0,2,9719.6,0,5,4,3,3,3,2,3,True,False,0.3798,Medium
EMP01575,Edward Morgan,49,Female,Married,Sales,Manager,3,3.0,15.0,0.0,0.0,3,8356.94,0,3,29,2,1,3,3,3,False,True,0.2152,Low
EMP01576,Jack Martinez,53,Female,Single,Sales,Manager,3,0.0,0.0,0.0,0.0,3,7632.19,2,5,27,3,3,4,2,3,False,False,0.2225,Low
EMP01577,Susan Peterson,47,Female,Single,Sales,Sales Representative,4,0.0,0.0,0.0,0.0,3,6216.88,1,3,8,3,2,4,3,3,False,True,0.3773,Medium
EMP01578,Jeffrey Moore,36,Male,Single,Human Resources,Manager,3,0.0,3.0,0.0,0.0,2,7618.02,0,5,18,1,2,4,4,3,True,False,0.8129,High
EMP01579,Mark Ramirez,47,Male,Married,Human Resources,Manager,2,10.0,10.0,2.0,2.0,3,7244.74,0,3,1,4,3,2,4,4,False,False,0.0382,Low
EMP01580,Margaret Mitchell,42,Male,Single,Research & Development,Laboratory Technician,3,7.0,7.0,1.0,1.0,2,9157.77,1,1,1,2,3,2,3,3,False,False,0.0872,Low
EMP01581,Richard Jones,36,Female,Divorced,Sales,Sales Representative,2,0.0,0.0,0.0,0.0,2,7060.49,0,2,1,4,3,1,2,3,False,False,0.2251,Low
EMP01582,Steven Johnson,55,Female,Single,Research & Development,Research Scientist,3,1.0,1.0,1.0,0.0,3,8915.71,0,2,6,1,2,2,3,3,False,False,0.5306,Medium
EMP01583,Emma Evans,30,Male,Single,Human Resources,Human Resources,2,2.0,13.0,2.0,1.0,2,5936.38,1,3,23,1,3,3,4,3,False,False,0.2343,Low
EMP01584,Jessica Scott,42,Male,Married,Research & Development,Healthcare Representative,3,2.0,3.0,2.0,0.0,1,9351.2,0,3,2,3,2,4,3,3,False,False,0.0603,Low
EMP01585,Samuel Ramos,44,Female,Divorced,Operations,Operations Manager,3,1.0,1.0,1.0,1.0,2,5887.03,0,3,1,4,3,3,2,4,False,False,0.1259,Low
EMP01586,Laura Clark,34,Female,Single,Sales,Manager,4,0.0,0.0,0.0,0.0,0,6770.65,0,0,3,4,3,2,3,3,False,False,0.1809,Low
EMP01587,Elizabeth Baker,42,Male,Single,Finance,Manager,3,0.0,19.0,0.0,0.0,1,12720.64,3,2,1,3,3,2,2,3,True,False,0.3358,Low
EMP01588,Donald Ward,45,Male,Married,Research & Development,Manager,2,5.0,6.0,3.0,0.0,2,7098.62,0,0,3,1,3,1,3,3,True,True,0.4312,Medium
EMP01589,Jessica Lopez,39,Female,Single,Research & Development,Laboratory Technician,4,0.0,7.0,0.0,0.0,1,7334.38,1,3,2,2,2,3,4,3,False,False,0.2122,Low
EMP01590,Julie Allen,41,Male,Married,Finance,Manager,3,0.0,0.0,0.0,0.0,2,10420.9,1,5,1,4,4,4,3,3,True,False,0.1314,Low
EMP01591,Diane Kim,37,Male,Single,Finance,Manager,2,0.0,6.0,0.0,0.0,2,12098.18,1,2,19,4,3,2,3,3,False,False,0.2353,Low
EMP01592,Jonathan Walker,44,Female,Married,Operations,Operations Analyst,3,5.0,10.0,1.0,0.0,2,6458.76,0,0,12,2,2,4,3,3,False,False,0.1146,Low
EMP01593,Jennifer Stewart,34,Male,Single,Sales,Sales Representative,2,1.0,1.0,1.0,1.0,4,7724.78,0,1,5,4,4,4,4,3,False,False,0.0858,Low
EMP01594,Frank Scott,34,Female,Married,Sales,Manager,3,4.0,23.0,0.0,0.0,4,11881.43,0,3,7,4,3,3,4,3,False,True,0.0304,Low
EMP01595,Anna Perez,37,Male,Married,Finance,Senior Finance Analyst,4,15.0,15.0,4.0,2.0,1,9726.3,1,5,6,2,3,4,2,3,True,True,0.131,Low
EMP01596,Raymond Smith,47,Female,Married,Human Resources,Manager,3,2.0,16.0,0.0,0.0,3,8493.79,0,2,16,4,3,3,1,3,False,True,0.1303,Low
EMP01597,Gary Ramirez,21,Male,Married,Sales,Sales Executive,3,3.0,7.0,3.0,2.0,1,8124.32,0,1,3,3,4,3,3,3,False,False,0.0898,Low
EMP01598,Diane Evans,28,Male,Divorced,Sales,Manager,2,4.0,4.0,4.0,1.0,1,7786.2,0,2,1,4,3,4,3,3,False,False,0.0464,Low
EMP01599,Kevin Gonzalez,57,Male,Single,Sales,Manager,2,10.0,10.0,8.0,2.0,2,7346.41,0,4,3,3,3,3,3,3,False,False,0.0734,Low
EMP01600,Elizabeth Cook,39,Female,Single,IT,Manager,5,2.0,2.0,2.0,2.0,1,10479.02,0,1,3,2,3,2,2,3,False,False,0.3232,Low
EMP01601,Justin Robinson,33,Male,Married,Sales,Manager,3,0.0,1.0,0.0,0.0,0,5247.84,0,1,22,3,2,4,3,3,False,False,0.2084,Low
EMP01602,Pamela Scott,44,Male,Married,Research & Development,Research Scientist,3,7.0,7.0,7.0,3.0,0,9653.56,1,2,11,3,2,3,3,3,False,False,0.0518,Low
EMP01603,James Diaz,29,Female,Single,Sales,Manager,3,3.0,6.0,3.0,1.0,1,6453.55,0,0,6,3,4,1,2,4,False,False,0.3371,Low
EMP01604,Rachel Hall,18,Male,Married,Research & Development,Manager,1,0.0,1.0,0.0,0.0,0,6739.72,0,2,1,1,3,1,3,3,False,False,0.3944,Medium
EMP01605,Amanda Edwards,40,Female,Married,Sales,Manager,5,7.0,7.0,1.0,1.0,5,9598.96,1,6,8,1,3,3,4,3,False,False,0.0873,Low
EMP01606,Brenda Perez,30,Female,Married,Research & Development,Healthcare Representative,1,1.0,7.0,1.0,1.0,3,12044.11,1,4,7,2,3,3,3,3,False,True,0.1422,Low
EMP01607,Patricia Gonzalez,37,Female,Divorced,Sales,Sales Executive,3,5.0,20.0,1.0,1.0,2,9868.51,0,4,1,2,2,3,2,3,False,False,0.0854,Low
EMP01608,Benjamin Kelly,39,Male,Married,Marketing,Marketing Manager,4,9.0,14.0,1.0,0.0,4,13036.63,0,3,29,3,3,1,4,3,False,False,0.0634,Low
EMP01609,John Scott,38,Female,Single,Sales,Sales Representative,4,2.0,2.0,0.0,0.0,2,8537.16,1,4,1,1,3,2,3,3,False,True,0.2091,Low
EMP01610,Matthew Thompson,21,Male,Married,Research & Development,Laboratory Technician,4,0.0,17.0,0.0,0.0,1,10622.09,1,1,6,2,3,4,4,3,False,False,0.0992,Low
EMP01611,Christopher Robinson,37,Female,Married,IT,Software Engineer,4,1.0,34.0,0.0,0.0,2,17285.2,1,2,3,2,4,2,3,3,True,False,0.1463,Low
EMP01612,Jack Garcia,41,Male,Single,Finance,Senior Finance Analyst,3,12.0,12.0,3.0,3.0,5,11397.24,0,3,6,3,3,4,3,3,False,False,0.1385,Low
EMP01613,Janet Thompson,24,Female,Married,Research & Development,Manager,4,5.0,15.0,0.0,0.0,2,11693.08,3,4,6,4,3,3,4,3,True,False,0.0818,Low
EMP01614,Betty Clark,23,Female,Divorced,Research & Development,Laboratory Technician,4,3.0,3.0,0.0,0.0,0,10321.44,1,4,9,4,2,1,2,3,True,False,0.3887,Medium
EMP01615,Betty Taylor,27,Male,Single,Research & Development,Laboratory Technician,3,3.0,40.0,1.0,1.0,2,14727.79,0,6,1,1,3,2,4,3,True,False,0.5746,Medium
EMP01616,Emily Collins,43,Female,Single,Finance,Finance Analyst,3,1.0,1.0,1.0,1.0,4,9285.56,1,3,6,2,2,4,3,3,False,False,0.3218,Low
EMP01617,Linda Edwards,19,Male,Single,Operations,Operations Analyst,3,1.0,13.0,0.0,0.0,2,11770.13,2,2,7,2,3,1,3,3,True,True,0.744,High
EMP01618,Mark Richardson,44,Female,Married,Finance,Finance Analyst,2,1.0,5.0,1.0,1.0,4,6345.61,0,2,11,1,3,2,4,3,False,False,0.3354,Low
EMP01619,Sarah Jones,40,Male,Divorced,Human Resources,Manager,2,4.0,4.0,4.0,0.0,1,5888.01,0,3,3,4,3,1,3,3,False,False,0.0715,Low
EMP01620,Jessica Clark,34,Female,Married,Finance,Finance Analyst,2,1.0,3.0,0.0,0.0,0,9003.57,1,3,10,3,3,4,2,3,False,True,0.0619,Low
EMP01621,George Hill,23,Female,Single,Research & Development,Research Scientist,4,5.0,5.0,2.0,1.0,1,10321.39,0,3,22,3,3,3,4,3,True,False,0.4991,Medium
EMP01622,Debra Parker,29,Male,Married,Sales,Manager,3,11.0,15.0,6.0,2.0,3,9898.61,1,3,4,3,2,4,3,3,False,False,0.0568,Low
EMP01623,Karen Rodriguez,44,Female,Married,Human Resources,Manager,4,8.0,28.0,8.0,1.0,5,13018.95,3,2,4,1,4,2,3,4,True,False,0.1316,Low
EMP01624,Christopher Stewart,48,Male,Married,Operations,Manufacturing Director,4,5.0,5.0,3.0,0.0,3,6311.91,0,3,3,4,3,2,2,3,True,False,0.2659,Low
EMP01625,Timothy Smith,27,Male,Single,Sales,Sales Executive,3,0.0,10.0,0.0,0.0,3,10677.62,1,2,16,3,1,4,2,3,False,False,0.5278,Medium
EMP01626,Lisa Mitchell,47,Female,Married,Finance,Manager,2,7.0,15.0,7.0,7.0,1,12403.45,2,3,6,1,4,4,2,3,False,False,0.0652,Low
EMP01627,Robert Morgan,43,Female,Married,Sales,Sales Representative,3,1.0,1.0,1.0,1.0,4,6895.44,1,3,29,3,4,3,4,3,False,False,0.0668,Low
EMP01628,Daniel Turner,36,Female,Single,Research & Development,Laboratory Technician,5,9.0,32.0,4.0,4.0,1,13850.98,0,3,5,2,3,2,4,4,False,False,0.0805,Low
EMP01629,Susan Hernandez,30,Male,Married,Sales,Sales Executive,4,1.0,2.0,1.0,1.0,1,8915.76,1,0,5,2,2,3,4,3,False,False,0.1,Low
EMP01630,Maria Lee,31,Male,Divorced,Research & Development,Laboratory Technician,4,5.0,24.0,4.0,0.0,5,13200.3,1,4,1,2,3,2,4,3,False,False,0.046,Low
EMP01631,Margaret Martinez,53,Female,Single,Marketing,Marketing Analyst,4,5.0,40.0,5.0,2.0,3,17522.39,0,4,29,4,2,2,1,3,True,True,0.517,Medium
EMP01632,Karen Turner,38,Male,Divorced,Research & Development,Manager,3,1.0,1.0,1.0,1.0,3,9426.18,0,5,7,2,3,3,3,3,False,False,0.2083,Low
EMP01633,Susan Parker,48,Female,Single,Finance,Finance Analyst,2,12.0,22.0,0.0,0.0,1,12217.04,1,3,8,3,3,2,4,3,False,False,0.0395,Low
EMP01634,Sandra Perez,39,Female,Married,Marketing,Marketing Manager,2,8.0,10.0,8.0,0.0,4,9587.33,0,3,4,4,3,4,3,4,False,False,0.0253,Low
EMP01635,Paul Gutierrez,32,Female,Single,IT,IT Support,3,1.0,17.0,0.0,0.0,2,13477.94,0,3,20,3,4,2,3,3,False,False,0.1396,Low
EMP01636,Carolyn Bailey,42,Male,Single,Sales,Manager,3,0.0,1.0,0.0,0.0,2,8443.57,2,2,4,3,2,4,3,3,False,False,0.1844,Low
EMP01637,Gregory Ortiz,56,Male,Married,Research & Development,Laboratory Technician,4,1.0,17.0,1.0,0.0,3,14075.92,1,1,5,3,2,4,3,3,False,False,0.0426,Low
EMP01638,Emma Howard,31,Female,Married,Sales,Sales Representative,3,0.0,9.0,0.0,0.0,2,7302.78,0,2,29,2,3,1,2,3,False,True,0.3992,Medium
EMP01639,Kevin Edwards,45,Male,Married,Operations,Manufacturing Director,2,4.0,7.0,0.0,0.0,5,5546.18,1,2,29,1,3,3,3,3,False,False,0.1757,Low
EMP01640,Christopher Kim,38,Female,Married,IT,IT Support,4,2.0,8.0,0.0,0.0,3,13496.98,0,2,5,2,1,1,3,4,True,False,0.6131,High
EMP01641,Jonathan Reed,23,Female,Married,Research & Development,Manager,3,0.0,13.0,0.0,0.0,3,8749.23,1,4,16,1,3,2,3,3,True,False,0.7637,High
EMP01642,Margaret Edwards,23,Male,Divorced,Marketing,Marketing Analyst,2,0.0,3.0,0.0,0.0,4,6753.62,1,2,23,3,3,4,3,4,False,False,0.2276,Low
EMP01643,Jason Thompson,32,Female,Married,Research & Development,Laboratory Technician,5,3.0,28.0,0.0,0.0,0,15655.36,0,1,29,1,4,2,3,3,False,True,0.0813,Low
EMP01644,Brandon Cruz,40,Female,Single,Human Resources,Manager,3,3.0,3.0,3.0,1.0,0,5192.9,1,3,8,4,3,4,1,4,True,True,0.2965,Low
EMP01645,Kimberly Green,44,Female,Single,Sales,Sales Representative,3,20.0,20.0,2.0,2.0,4,7735.67,0,2,1,1,3,3,3,3,False,False,0.1174,Low
EMP01646,Dorothy Cox,22,Female,Married,Marketing,Marketing Analyst,4,0.0,0.0,0.0,0.0,4,8765.26,1,3,3,1,3,3,3,3,False,True,0.4505,Medium
EMP01647,Margaret Williams,42,Female,Married,Sales,Sales Representative,2,12.0,24.0,6.0,0.0,1,11762.62,1,1,4,4,3,3,3,3,False,False,0.01,Low
EMP01648,Betty Phillips,35,Male,Single,Marketing,Marketing Manager,4,4.0,19.0,4.0,1.0,1,10104.27,1,0,3,4,1,4,2,3,False,False,0.1272,Low
EMP01649,Emily Carter,37,Male,Single,Marketing,Marketing Manager,4,1.0,1.0,1.0,1.0,5,8539.8,0,5,6,3,3,1,4,3,False,False,0.4268,Medium
EMP01650,Jerry Morgan,42,Female,Single,Finance,Senior Finance Analyst,2,4.0,13.0,4.0,4.0,2,13119.62,2,1,2,3,2,4,1,3,True,False,0.389,Medium
EMP01651,Cynthia Lopez,52,Male,Married,Sales,Sales Representative,3,4.0,4.0,1.0,0.0,4,9307.44,0,0,12,4,2,3,3,3,False,False,0.0474,Low
EMP01652,Justin Anderson,39,Female,Single,Research & Development,Manager,4,4.0,6.0,1.0,0.0,1,11171.94,0,5,14,4,3,1,3,3,False,False,0.1061,Low
EMP01653,Diane Taylor,24,Female,Single,Sales,Sales Executive,4,0.0,0.0,0.0,0.0,4,7598.33,2,4,4,4,3,3,3,4,False,False,0.3163,Low
EMP01654,Michael Robinson,35,Female,Married,Research & Development,Laboratory Technician,4,2.0,2.0,2.0,0.0,1,9361.44,0,1,28,4,4,4,4,4,True,False,0.1109,Low
EMP01655,Jack Morgan,44,Female,Married,Sales,Manager,2,5.0,30.0,3.0,1.0,2,10635.43,3,2,12,4,3,2,3,4,False,False,0.0242,Low
EMP01656,Joseph Bailey,44,Male,Single,Operations,Operations Analyst,2,0.0,5.0,0.0,0.0,3,7265.0,0,5,1,1,3,4,3,3,False,False,0.3469,Low
EMP01657,Kathleen Gomez,42,Male,Married,Human Resources,Manager,3,0.0,0.0,0.0,0.0,3,6027.68,1,4,1,3,3,2,3,3,False,False,0.1506,Low
EMP01658,Katherine Howard,32,Female,Single,Research & Development,Research Scientist,3,7.0,7.0,7.0,5.0,3,9441.2,0,6,18,3,3,4,1,3,False,False,0.2575,Low
EMP01659,Carolyn Moore,24,Male,Divorced,Research & Development,Manager,5,2.0,40.0,2.0,1.0,2,18277.62,1,4,29,1,2,2,2,3,False,True,0.424,Medium
EMP01660,Michael Gutierrez,42,Female,Single,Research & Development,Healthcare Representative,3,4.0,4.0,2.0,1.0,2,9153.91,0,2,15,1,3,2,3,4,False,True,0.4113,Medium
EMP01661,Nancy Morgan,26,Male,Divorced,Human Resources,Human Resources,3,1.0,1.0,1.0,1.0,1,8457.08,0,3,18,4,3,1,3,4,True,False,0.6107,High
EMP01662,Sandra Taylor,43,Female,Divorced,Research & Development,Research Scientist,2,5.0,10.0,0.0,0.0,2,10971.01,1,5,2,4,2,4,3,3,True,True,0.0769,Low
EMP01663,Donald Miller,43,Female,Married,IT,IT Support,1,0.0,25.0,0.0,0.0,4,12630.92,1,2,24,4,3,2,2,3,False,False,0.1299,Low
EMP01664,Angela Cox,32,Female,Single,Research & Development,Research Scientist,1,6.0,19.0,0.0,0.0,1,10798.14,1,1,29,2,3,4,2,3,False,False,0.0944,Low
EMP01665,Anna Martinez,35,Male,Married,Operations,Operations Analyst,3,3.0,10.0,3.0,1.0,4,8961.41,0,3,8,4,3,3,2,4,True,False,0.3312,Low
EMP01666,Donald Morgan,38,Male,Single,IT,IT Support,2,2.0,2.0,2.0,1.0,1,10868.98,0,5,17,1,2,3,3,3,False,False,0.4168,Medium
EMP01667,Stephen Hernandez,31,Female,Divorced,Sales,Sales Representative,4,2.0,15.0,2.0,2.0,2,9883.43,0,3,9,4,3,1,3,3,False,False,0.0968,Low
EMP01668,Carol Ortiz,24,Male,Married,Operations,Manufacturing Director,3,6.0,17.0,6.0,1.0,1,13905.01,0,2,2,3,2,2,3,3,True,False,0.3029,Low
EMP01669,Jonathan Lopez,36,Male,Divorced,Sales,Sales Executive,4,5.0,18.0,4.0,2.0,5,11927.5,2,2,24,4,2,3,2,3,False,True,0.0981,Low
EMP01670,Dorothy King,37,Male,Married,Marketing,Marketing Manager,3,5.0,5.0,5.0,1.0,4,9280.24,2,4,29,2,3,3,3,3,False,False,0.0949,Low
EMP01671,Kevin Peterson,49,Male,Married,Research & Development,Research Scientist,3,0.0,5.0,0.0,0.0,2,6567.3,1,3,5,3,2,2,3,3,False,False,0.2012,Low
EMP01672,Sarah Thompson,29,Male,Married,IT,Software Engineer,3,1.0,1.0,1.0,1.0,2,6724.8,1,2,6,4,3,2,2,3,False,False,0.2118,Low
EMP01673,Jennifer Diaz,46,Male,Married,IT,IT Support,5,5.0,14.0,0.0,0.0,4,14101.42,1,2,14,4,2,3,3,3,False,False,0.035,Low
EMP01674,Gary Clark,26,Male,Married,Marketing,Marketing Manager,4,8.0,13.0,0.0,0.0,1,10242.51,0,2,1,4,3,4,4,4,True,False,0.06,Low
EMP01675,Sarah Lewis,24,Male,Married,Marketing,Marketing Analyst,3,1.0,1.0,1.0,1.0,3,8303.72,1,2,13,2,4,2,3,4,False,False,0.324,Low
EMP01676,Rachel Lopez,34,Male,Divorced,Research & Development,Manager,3,0.0,0.0,0.0,0.0,5,7900.92,1,1,5,1,3,2,2,3,True,True,0.7666,High
EMP01677,Eric Jackson,28,Male,Married,Sales,Sales Executive,2,5.0,30.0,1.0,0.0,0,14163.07,0,3,18,2,3,4,3,3,False,False,0.0769,Low
EMP01678,Helen Cruz,24,Male,Divorced,Research & Development,Manager,4,0.0,0.0,0.0,0.0,3,7927.34,0,3,4,4,3,1,1,3,False,False,0.4811,Medium
EMP01679,Barbara Diaz,54,Male,Divorced,Sales,Manager,5,1.0,9.0,0.0,0.0,1,11984.16,0,4,9,3,3,1,3,3,False,False,0.0672,Low
EMP01680,Patrick Cooper,32,Male,Married,Finance,Senior Finance Analyst,2,6.0,6.0,6.0,1.0,2,10938.83,2,0,20,3,3,4,3,3,True,False,0.1354,Low
EMP01681,David Adams,57,Female,Single,Research & Development,Laboratory Technician,3,5.0,15.0,0.0,0.0,2,10723.8,2,0,2,4,3,3,3,3,False,False,0.0259,Low
EMP01682,Ryan Perez,28,Female,Married,Operations,Operations Manager,3,0.0,0.0,0.0,0.0,4,7333.79,2,4,22,2,4,1,3,4,False,False,0.4145,Medium
EMP01683,Debra Scott,21,Male,Married,Human Resources,Human Resources,4,3.0,11.0,3.0,2.0,1,11048.22,2,2,8,3,3,3,1,3,False,False,0.115,Low
EMP01684,Carol Brown,48,Male,Single,Marketing,Marketing Manager,1,2.0,9.0,2.0,0.0,1,8214.09,2,1,27,2,3,1,4,3,False,False,0.1654,Low
EMP01685,Robert Johnson,30,Male,Married,Sales,Sales Executive,2,0.0,19.0,0.0,0.0,4,10487.18,0,3,6,3,3,3,3,3,True,True,0.4321,Medium
EMP01686,Heather Brown,38,Female,Divorced,IT,Software Engineer,1,2.0,7.0,2.0,0.0,3,10208.69,1,4,3,3,1,4,3,3,True,False,0.2426,Low
EMP01687,Heather Brown,24,Female,Single,IT,IT Support,2,0.0,13.0,0.0,0.0,4,10049.51,0,3,4,3,4,2,3,3,False,False,0.3248,Low
EMP01688,Julie Brown,36,Male,Married,Research & Development,Research Scientist,4,5.0,5.0,4.0,4.0,3,11292.23,1,2,1,3,3,2,3,3,False,False,0.0774,Low
EMP01689,David Adams,24,Male,Divorced,Human Resources,Manager,2,1.0,40.0,1.0,1.0,2,15134.9,1,1,9,4,2,1,3,3,False,False,0.1795,Low
EMP01690,Lisa Howard,36,Male,Married,Marketing,Marketing Analyst,3,8.0,8.0,4.0,0.0,1,10859.36,0,1,22,2,3,3,3,3,False,False,0.073,Low
EMP01691,David Hernandez,32,Male,Married,Sales,Sales Executive,4,3.0,14.0,0.0,0.0,2,11068.46,0,3,20,3,3,1,3,3,True,False,0.339,Low
EMP01692,Frank Harris,39,Male,Married,Research & Development,Research Scientist,1,0.0,0.0,0.0,0.0,3,9203.81,1,2,5,1,3,3,4,3,False,False,0.2284,Low
EMP01693,Kathleen Gonzalez,42,Female,Married,Research & Development,Healthcare Representative,1,4.0,6.0,1.0,1.0,3,8258.56,0,5,18,3,2,2,3,3,True,True,0.446,Medium
EMP01694,Jeffrey Morgan,39,Male,Single,Sales,Sales Representative,5,0.0,0.0,0.0,0.0,3,8119.13,0,0,6,3,2,3,3,3,True,False,0.7399,High
EMP01695,Samuel Mitchell,41,Female,Divorced,Research & Development,Laboratory Technician,3,1.0,1.0,1.0,1.0,5,9631.91,0,0,10,2,3,1,3,3,False,True,0.4257,Medium
EMP01696,Linda Cox,36,Male,Married,Sales,Manager,2,2.0,7.0,0.0,0.0,5,6914.56,0,6,5,1,3,3,4,3,False,False,0.1829,Low
EMP01697,Patricia Martin,33,Male,Married,Sales,Sales Representative,3,4.0,4.0,0.0,0.0,5,5831.71,2,5,4,4,3,1,2,3,False,False,0.0615,Low
EMP01698,Amanda Green,41,Female,Married,Sales,Sales Representative,5,3.0,6.0,0.0,0.0,2,10054.1,1,2,12,3,3,2,2,3,False,False,0.0791,Low
EMP01699,Timothy Anderson,35,Female,Single,Operations,Manufacturing Director,2,6.0,6.0,5.0,5.0,4,5488.05,1,4,25,3,1,2,4,3,True,False,0.7363,High
EMP01700,Diane Cook,36,Male,Divorced,Research & Development,Research Scientist,4,0.0,1.0,0.0,0.0,1,8803.46,2,4,5,4,4,4,3,3,False,False,0.0203,Low
EMP01701,Samuel Nguyen,40,Female,Married,Operations,Operations Analyst,2,4.0,4.0,0.0,0.0,2,7190.13,0,5,29,4,3,4,4,3,True,True,0.1869,Low
EMP01702,Dennis Nguyen,27,Male,Single,Research & Development,Research Scientist,3,5.0,19.0,3.0,0.0,2,11038.24,1,1,7,1,3,2,3,3,False,False,0.279,Low
EMP01703,Dorothy Lee,49,Female,Divorced,Research & Development,Healthcare Representative,4,7.0,19.0,2.0,0.0,4,15363.06,0,0,6,3,4,3,2,3,False,False,0.0357,Low
EMP01704,David Cooper,34,Female,Married,Research & Development,Laboratory Technician,1,3.0,6.0,1.0,1.0,7,10416.96,3,1,12,1,3,4,4,3,False,False,0.0765,Low
EMP01705,Charles Kim,38,Male,Married,Research & Development,Laboratory Technician,3,5.0,13.0,1.0,1.0,4,9652.51,1,5,29,1,3,2,4,3,False,False,0.1649,Low
EMP01706,Christine Kelly,36,Male,Married,Sales,Manager,3,14.0,14.0,7.0,1.0,2,9993.44,2,4,25,3,3,3,4,3,False,False,0.0208,Low
EMP01707,Anna Morris,42,Female,Single,Human Resources,Manager,3,0.0,0.0,0.0,0.0,4,7080.76,1,2,5,4,2,1,1,3,False,False,0.5299,Medium
EMP01708,Andrew Morales,40,Male,Married,Sales,Sales Executive,1,0.0,9.0,0.0,0.0,3,8030.81,2,4,29,3,3,3,3,4,True,False,0.3314,Low
EMP01709,Eric Martinez,36,Female,Single,Human Resources,Manager,3,8.0,16.0,1.0,1.0,2,7631.14,1,5,6,3,3,3,4,3,False,False,0.0568,Low
EMP01710,Karen Thompson,50,Female,Married,Finance,Finance Analyst,3,4.0,9.0,2.0,0.0,5,10653.58,2,3,6,3,3,4,3,3,False,False,0.0312,Low
EMP01711,Maria Torres,18,Male,Married,Sales,Sales Representative,1,0.0,7.0,0.0,0.0,2,6405.69,3,2,4,3,1,3,3,3,False,False,0.2175,Low
EMP01712,Nicholas Richardson,48,Female,Divorced,Sales,Sales Executive,3,7.0,7.0,4.0,0.0,4,8746.5,0,5,8,1,3,3,4,3,False,False,0.1043,Low
EMP01713,Tyler Garcia,45,Male,Married,Marketing,Marketing Analyst,5,5.0,7.0,1.0,1.0,2,9683.7,0,1,1,2,1,2,3,3,True,True,0.4349,Medium
EMP01714,Joshua Carter,20,Male,Single,Research & Development,Laboratory Technician,2,2.0,15.0,2.0,0.0,2,8791.83,0,4,3,2,3,3,3,3,True,False,0.6597,High
EMP01715,Jacob Garcia,45,Female,Divorced,Sales,Sales Representative,3,10.0,10.0,6.0,0.0,1,7309.79,0,3,9,3,1,3,3,3,False,False,0.0711,Low
EMP01716,Nicholas Parker,46,Male,Married,Operations,Manufacturing Director,3,0.0,2.0,0.0,0.0,3,9349.58,0,0,2,3,4,2,2,3,False,False,0.1574,Low
EMP01717,Cynthia Brown,42,Female,Married,Sales,Manager,2,2.0,5.0,2.0,0.0,2,8370.89,0,3,2,4,3,1,2,3,False,False,0.1,Low
EMP01718,Jennifer Kim,22,Female,Single,Finance,Senior Finance Analyst,2,4.0,7.0,3.0,2.0,3,9121.57,2,4,5,3,2,3,3,3,True,True,0.5878,Medium
EMP01719,Michael Smith,43,Male,Divorced,Operations,Operations Analyst,3,5.0,5.0,3.0,0.0,2,7569.94,1,2,5,3,4,3,2,3,True,False,0.1445,Low
EMP01720,Raymond King,46,Male,Divorced,Sales,Sales Executive,3,1.0,2.0,0.0,0.0,1,8387.21,2,3,16,1,3,3,4,3,False,True,0.1167,Low
EMP01721,Ashley Carter,31,Female,Married,Sales,Sales Representative,3,1.0,1.0,1.0,1.0,3,7527.05,0,1,11,4,2,4,3,3,True,False,0.4096,Medium
EMP01722,Brian Baker,40,Male,Divorced,Sales,Manager,5,1.0,1.0,0.0,0.0,4,7588.23,0,3,21,3,3,4,3,3,False,False,0.1614,Low
EMP01723,Elizabeth Campbell,33,Female,Single,Research & Development,Research Scientist,1,3.0,3.0,1.0,1.0,2,7522.89,0,6,7,3,2,2,3,3,True,False,0.6905,High
EMP01724,Patrick Gutierrez,44,Female,Divorced,Sales,Manager,4,5.0,5.0,3.0,0.0,1,7454.3,0,4,7,2,3,3,3,3,False,False,0.0689,Low
EMP01725,Kimberly Ortiz,34,Female,Married,Finance,Manager,1,11.0,11.0,0.0,0.0,4,10315.5,2,2,9,3,3,2,2,3,False,False,0.0419,Low
EMP01726,Karen Phillips,31,Female,Single,Sales,Manager,1,0.0,40.0,0.0,0.0,3,18014.17,1,3,8,2,2,4,3,3,True,True,0.4546,Medium
EMP01727,Timothy Reed,36,Female,Married,Research & Development,Laboratory Technician,2,18.0,22.0,2.0,1.0,2,10924.2,0,3,1,3,3,4,3,3,False,False,0.0165,Low
EMP01728,Jessica Walker,24,Male,Married,Operations,Manufacturing Director,3,6.0,16.0,0.0,0.0,1,10037.11,3,1,9,1,3,2,3,3,False,False,0.1069,Low
